Vehicle_ID,Highway_ID,Speed_KMH,Timestamp
CAR_5004,Pacific_Coast,19,2026-04-11 19:01:45
CAR_3679,I-95,73,2026-04-11 19:01:47
CAR_5373,Pacific_Coast,92,2026-04-11 19:01:48
CAR_8484,Autobahn_1,89,2026-04-11 19:01:49
CAR_8434,Route_66,23,2026-04-11 19:01:50
CAR_7083,I-95,100,2026-04-11 19:01:51
CAR_8368,Pacific_Coast,100,2026-04-11 19:01:53
CAR_7248,Route_66,10,2026-04-11 19:01:53
CAR_3313,Pacific_Coast,115,2026-04-11 19:01:54
CAR_8933,Route_66,64,2026-04-11 19:01:54
CAR_2236,Pacific_Coast,22,2026-04-11 19:01:55
CAR_3401,Pacific_Coast,26,2026-04-11 19:01:56
CAR_1190,Pacific_Coast,115,2026-04-11 19:01:57
